"y","x1","x2","x3","x4","x5"
43.6774694275095,-14.8056759491936,9.45985330734402,8.39487477205694,1,1
18.903725637482,15.7716947155863,-5.6540519464761,-6.97849491611123,0,0
17.5757549529309,-9.56744479084269,0.410174028947949,-1.7362275114283,0,0
-16.5317803807852,-9.20005247558641,6.55885647516698,-6.5697173634544,1,0
56.9967796046394,-19.9764209693134,9.28222016431391,9.67033496592194,1,1
16.2136095601079,-2.7229604424923,2.63760243076831,8.01581479609013,0,0
24.8572675526183,-3.15348711467784,-4.18680086731911,-9.33267294894904,1,1
14.8710126412439,-6.28255236517538,-8.98782496806234,9.83695731498301,0,0
13.3917989584876,-1.06463884872094,0.852577425539494,-0.879948227666318,0,0
17.3463556563588,4.28014802202355,-4.56048775464296,-7.76149751152843,0,0
-1.16651013556048,-7.77719582147445,5.69960500579327,5.56151335593313,0,0
27.2813290901008,-12.9388229761362,-9.9429362360388,-4.76940802298486,0,0
12.8436618960448,-7.79566508059429,-1.92966916132718,2.53686876967549,0,0
-15.487373219581,0.119517585652984,3.52781901601702,-4.80175621341914,1,0
-6.78659937876262,-1.52416237822168,2.99154927022755,-5.37891235668212,1,0
15.1336901617889,-7.03464254478642,3.92538216430694,-9.71025896724313,1,1
20.6924324435965,11.8887915627567,-7.57691240869462,7.48087790794671,0,0
24.9049977303631,3.40512270849187,-2.53819456789643,7.88873835466802,0,0
-13.1773741439683,5.06968172259166,8.71054262854159,-2.19169904012233,0,0
15.0638884308844,-2.93305149081411,-6.99531928636134,6.31869592703879,0,1
-0.714853467197426,2.23641415376273,0.581789049319923,7.09415997378528,1,0
-21.1877899451552,20.0720145694544,-6.9056940684095,-7.85001317504793,1,0
22.8745293987233,10.1197911806715,-4.0227508964017,2.86764680407941,0,0
-9.00533917017633,-3.02459245168265,1.10617045778781,1.71583837363869,1,1
24.3741758631922,-10.2524483901366,-4.0008696867153,6.03291652631015,1,1
-15.5355998368439,-2.67384829994282,-6.73722693230957,3.23016310576349,1,0
12.6735272588166,-1.99105661114762,5.4487652471289,-7.93346293736249,1,1
4.67989813697108,1.31122595424375,3.19434446748346,1.58113450277597,0,1
83.7727016269583,1.45799895543701,-7.62958512175828,4.02664922177792,1,1
-12.495483239533,3.62064721117229,1.72775739338249,-6.06201882008463,1,1
80.4194931619299,6.73981163800475,-8.24489546474069,7.2402547346428,1,1
17.583780228636,20.7203576815057,-6.45935409236699,-6.30178199149668,0,0
-4.621688085611,-5.41028649061476,-1.68115700595081,-5.15746867284179,1,0
0.942145352193375,-10.704921583121,-3.06233156006783,-1.51474073994905,0,0
4.01374431717756,-3.72456732278273,-0.713007426820695,8.44690849073231,0,1
7.56659176860767,-4.85141354788276,-3.69151751510799,-5.24421052541584,1,1
-6.18530172915133,2.74784178475709,2.02846321742982,8.49855619017035,1,1
19.5702427140931,-4.795125615823,-0.348734189756215,-6.5400897571817,0,0
-12.7204193986297,7.98105326125375,7.71521255839616,-8.04787131492049,0,1
-11.4764725554782,-10.0445120238872,6.07990889344364,5.94682494178414,0,1
2.69803305416937,1.04984233069838,-1.38158960733563,-6.30313036497682,1,1
-14.9689942297409,-11.5599289019211,-8.33101251162589,5.26741375215352,1,0
18.1660333939256,5.78134626957856,5.09942136704922,-9.40539930015802,1,1
-6.24819060103471,-15.9562565619352,-3.10114320367575,6.10038133338094,1,0
0.427616021804893,-3.08503656205915,3.20675133727491,0.219373879954219,1,1
-2.50397670866371,4.49465922122599,4.95840992312878,-4.69750226475298,1,0
-18.3591307733044,-9.77053282629372,-8.4742042561993,-6.35813493747264,1,0
3.93124164147769,1.89997859367245,9.2458401620388,4.75345249287784,0,0
32.1154566279618,7.31453357300177,-8.06285593193024,-9.0055736573413,0,0
9.56390691749943,-4.92599110754294,2.72895802743733,8.32727432716638,0,1
